sentence,label
Tìm bài hát nhạc jazz với saxophone tuyệt vời,0
Nghe nhạc rap với lời thoại sắc sảo và ý nghĩa,0
Phát danh sách nhạc điện tử với âm thanh ambient thú vị,0
Tìm bài hát nhạc cổ điển từ các nhà soạn nhạc nổi tiếng,0
Nghe nhạc nhạc rock classic với giai điệu huyền bí,0
Phát danh sách nhạc Indie từ các ban nhạc tự sáng tạo,0
Tìm bài hát nhạc phim nổi tiếng của Hollywood,0
Nghe nhạc R&B/Soul của các nghệ sĩ đột phá,0
Phát danh sách nhạc với các ca khúc được yêu thích,0
Tìm bài hát nhạc pop ballad với lời ca cảm động,0
Nghe nhạc classical của các nghệ sĩ tài năng,0
Phát danh sách nhạc với các bản nhạc dành cho tiệc tùng,0
Tìm bài hát nhạc dân ca từ các vùng miền Việt Nam,0
Nghe nhạc điện tử với phong cách house sôi động,0
Phát danh sách nhạc jazz với piano tài ba,0
Tìm bài hát acoustic với tiếng guitar du dương,0
Phát danh sách nhạc với tiêu đề 'Nhạc cho buổi tối thư giãn',0
Nghe nhạc hiphop của các nghệ sĩ trẻ triển vọng,0
Phát danh sách nhạc nhạc trữ tình Việt Nam phát triển gần đây,0
Nghe nhạc lo-fi chill để thư giãn sau một ngày dài,0
Phát danh sách nhạc pop-ballad của các nghệ sĩ nổi tiếng,0
Tìm bài hát acoustic nhẹ nhàng với tiếng guitar,0
Nghe nhạc nhạc Latin sôi động từ các nghệ sĩ gây ấn tượng,0
Phát danh sách nhạc electronic dance music (EDM) vui nhộn,0
Tìm bài hát nhạc dân ca truyền thống từ các quốc gia khác nhau,0
Nghe nhạc classical với các bản giao hưởng nổi tiếng của Beethoven,0
Phát danh sách nhạc nhạc samba rộn ràng từ Brasil,0
Tìm bài hát nhạc blues đầy cảm xúc của các nghệ sĩ vĩ đại,0
Nghe nhạc nhạc flamenco đầy sôi động từ Tây Ban Nha,0
Tìm bài hát rap underground sáng tạo và độc đáo,0
Nghe nhạc nhạc dân tộc của các dân tộc thiểu số trên thế giới,0
Phát danh sách nhạc classical với các bản giao hưởng của Mozart,0
Tìm bài hát nhạc samba nổi bật từ các nghệ sĩ của Latin,0
Phát danh sách nhạc nhạc trữ tình Việt Nam ngọt ngào,0
Tìm những bài hát trữ tình được yêu thích của các nghệ sĩ Việt Nam,0
Nghe nhạc trữ tình Việt Nam cổ điển với những giai điệu đằm thắm,0
Phát danh sách nhạc trữ tình Việt Nam nổi tiếng trong thập kỷ 80,0
Tìm những bài hát trữ tình Việt Nam thể hiện cảm xúc sâu lắng,0
Nghe nhạc trữ tình Việt Nam phát triển gần đây của các nghệ sĩ trẻ,0
Phát danh sách nhạc trữ tình Việt Nam với tiếng hát quyến rũ,0
Tìm những bài hát trữ tình Việt Nam mang thông điệp tình yêu đẹp,0
Nghe nhạc trữ tình Việt Nam của các ca sĩ thế hệ vàng,0
Phát danh sách nhạc trữ tình Việt Nam với lời ca cảm động,0
Tìm những bài hát trữ tình Việt Nam từ những tác giả nổi tiếng,0
Nghe nhạc trữ tình Việt Nam với giai điệu ngọt ngào,0
Phát danh sách nhạc trữ tình Việt Nam với tiếng hát đặc biệt,0
Tìm những bài hát trữ tình Việt Nam đậm chất cảm xúc,0
Nghe nhạc trữ tình Việt Nam với những giai điệu du dương,0
Phát danh sách nhạc trữ tình Việt Nam mang nét đặc trưng riêng,0
Tìm những bài hát trữ tình Việt Nam với lời thoại ý nghĩa,0
Nghe nhạc trữ tình Việt Nam của các nghệ sĩ nổi tiếng,0
Phát danh sách nhạc trữ tình Việt Nam để thư giãn sau ngày làm việc,0
Tìm những bài hát trữ tình Việt Nam với giai điệu tinh tế,0
Nghe nhạc trữ tình Việt Nam của các ca sĩ nam tài năng,0
Tìm những bài hát trữ tình Việt Nam mang hơi thở của quê hương,0
Nghe nhạc trữ tình Việt Nam của các nghệ sĩ nữ tài năng,0
Tìm những bài hát trữ tình Việt Nam thể hiện tình yêu đôi lứa,0
Nghe nhạc trữ tình Việt Nam với những giai điệu dễ nghe,0
Phát danh sách nhạc trữ tình Việt Nam của các nghệ sĩ thế hệ vàng,0
Tìm những bài hát trữ tình Việt Nam nổi tiếng từng thập kỷ,0
Nghe nhạc trữ tình Việt Nam với tiếng hát độc đáo,0
Phát danh sách nhạc trữ tình Việt Nam để tận hưởng không gian lãng mạn,0
Tìm những bài hát trữ tình Việt Nam với lời thoại ý nghĩa về cuộc sống,0
Nghe nhạc trữ tình Việt Nam của các ca sĩ nam được lòng khán giả,0
Phát danh sách nhạc trữ tình Việt Nam để thư giãn sau một ngày dài,0
Tìm những bài hát trữ tình Việt Nam với giai điệu sâu lắng,0
Nghe nhạc trữ tình Việt Nam của các nghệ sĩ nữ gợi cảm xúc,0
Phát danh sách nhạc trữ tình Việt Nam với tiếng hát ngọt ngào,0
Nghe nhạc trữ tình Việt Nam với giai điệu ngọt ngào và cảm động,0
Phát danh sách nhạc trữ tình Việt Nam của các ca sĩ được lòng khán giả,0
Phát danh sách nhạc trữ tình Việt Nam của những nghệ sĩ nổi tiếng thế hệ trước,0
Tìm những bài hát trữ tình Việt Nam từ các ca sĩ có tiếng trong làng nhạc,0
Nghe nhạc trữ tình Việt Nam với những giai điệu thật sâu lắng và tình cảm,0
Phát danh sách nhạc trữ tình Việt Nam với tiếng hát đầy nội lực,0
Tìm những bài hát trữ tình Việt Nam thể hiện tâm hồn của người Việt,0
Nghe nhạc trữ tình Việt Nam của các nghệ sĩ nữ với sự quyến rũ đặc biệt,0
Phát danh sách nhạc trữ tình Việt Nam để tạo không gian lãng mạn trong buổi tối,0
Tìm những bài hát trữ tình Việt Nam với những lời thoại đằm thắm,0
Nghe nhạc trữ tình Việt Nam của các nghệ sĩ nam mang dấu ấn đặc biệt,0
Phát danh sách nhạc trữ tình Việt Nam để tận hưởng không gian tĩnh lặng,0
Phát danh sách nhạc trữ tình Việt Nam với tiếng hát mượt mà và ngọt ngào,0
Tìm những bài hát trữ tình Việt Nam nổi tiếng từ thập kỷ 90,0
Nghe nhạc trữ tình Việt Nam của các ca sĩ nữ với sự sâu lắng trong tiếng hát,0
Phát danh sách nhạc trữ tình Việt Nam của các nghệ sĩ trẻ triển vọng,0
Tìm những bài hát trữ tình Việt Nam với lời thoại ý nghĩa về tình yêu và cuộc sống,0
Nghe nhạc trữ tình Việt Nam cổ điển mang đậm nét đặc trưng của thời kỳ vàng son,0
Phát danh sách nhạc trữ tình Việt Nam để tạo không gian lãng mạn cho buổi hẹn hò,0
Tìm những bài hát trữ tình Việt Nam với những giai điệu tuyệt vời,0
Nghe nhạc trữ tình Việt Nam của các ca sĩ nam có tiếng trong làng nhạc,0
Phát danh sách nhạc trữ tình Việt Nam để thư giãn sau một ngày dài làm việc,0
Tìm những bài hát trữ tình Việt Nam với giai điệu dễ nghe và dễ nhớ,0
Nghe nhạc trữ tình Việt Nam của các nghệ sĩ nữ gợi cảm xúc sâu lắng,0
Phát danh sách nhạc trữ tình Việt Nam với những bản ballad đầy cảm xúc,0
Tìm những bài hát trữ tình Việt Nam với lời ca đằm thắm về tình yêu,0
Nghe nhạc trữ tình Việt Nam của các ca sĩ có tiếng từ thập kỷ 80,0
Phát danh sách nhạc trữ tình Việt Nam với tiếng hát quyến rũ và đầy sức lôi cuốn,0
Tìm những bài hát trữ tình Việt Nam thể hiện những cảm xúc sâu lắng về cuộc sống,0
Nghe nhạc trữ tình Việt Nam của các nghệ sĩ nam với tiếng hát độc đáo,0
Phát danh sách nhạc trữ tình Việt Nam để tận hưởng không gian thư giãn và yên bình,0
Tìm những bài hát trữ tình Việt Nam với những lời thoại ý nghĩa về tình thương,0
Nghe nhạc trữ tình Việt Nam của các nghệ sĩ nữ có sự nổi bật trong làng nhạc,0
Phát danh sách nhạc trữ tình Việt Nam với tiếng hát đặc biệt và đẳng cấp,0
Tìm những bài hát trữ tình Việt Nam với giai điệu đậm chất quê hương,0
Nghe nhạc trữ tình Việt Nam của các nghệ sĩ nam được lòng khán giả,0
Phát danh sách nhạc trữ tình Việt Nam với những ca khúc thực sự đặc biệt,0
Tìm những bài hát trữ tình Việt Nam với tiếng hát đầy cảm xúc và sâu lắng,0
Nghe nhạc trữ tình Việt Nam của các ca sĩ nữ với những bản ballad đẳng cấp,0
Phát danh sách nhạc trữ tình Việt Nam để tạo không gian tuyệt vời trong buổi tiệc tùng,0
Tìm những bài hát trữ tình Việt Nam với những giai điệu đầy sức sống,0
Nghe nhạc trữ tình Việt Nam của các nghệ sĩ nữ với tiếng hát ngọt ngào và ấm áp,0
Phát danh sách nhạc trữ tình Việt Nam của các ca sĩ thế hệ vàng,0
Tìm những bài hát trữ tình Việt Nam nổi tiếng từ những năm 2000,0
Nghe nhạc trữ tình Việt Nam với những giai điệu nhẹ nhàng và tinh tế,0
Phát danh sách nhạc trữ tình Việt Nam với tiếng hát tài năng và đặc biệt,0
Tìm những bài hát trữ tình Việt Nam thể hiện tâm hồn sâu lắng của người Việt,0
Nghe nhạc trữ tình Việt Nam của các ca sĩ nữ với tiếng hát đầy cảm xúc,0
Phát danh sách nhạc trữ tình Việt Nam để tạo không gian lãng mạn cho cuộc hẹn hò,0
Tìm những bài hát trữ tình Việt Nam với lời thoại đầy sức sống,0
Phát danh sách nhạc trữ tình Việt Nam để thư giãn sau một ngày làm việc,0
Phát danh sách nhạc trữ tình Việt Nam của những ca sĩ nữ được yêu thích,0
Nghe nhạc trữ tình Việt Nam của các nghệ sĩ nam với tiếng hát truyền cảm,0
Phát danh sách nhạc trữ tình Việt Nam với tiếng hát ngọt ngào và dễ nghe,0
Tìm những bài hát trữ tình Việt Nam mang thông điệp tích cực về tình yêu,0
Nghe nhạc trữ tình Việt Nam của các ca sĩ thế hệ vàng với tiếng hát đặc biệt,0
Phát danh sách nhạc trữ tình Việt Nam để tạo không gian lãng mạn cho buổi tối,0
Nghe nhạc trữ tình Việt Nam của các nghệ sĩ nữ với tiếng hát đầy cảm xúc,0
Phát danh sách nhạc trữ tình Việt Nam để tận hưởng không gian yên bình và ấm áp,0
Tìm những bài hát trữ tình Việt Nam với lời thoại đằm thắm về tình yêu,0
Nghe nhạc trữ tình Việt Nam của các ca sĩ nữ với những bản ballad đầy cảm xúc,0
Phát danh sách nhạc trữ tình Việt Nam với tiếng hát đặc biệt và quyến rũ,0
Tìm những bài hát trữ tình Việt Nam với những giai điệu tinh tế,0
Nghe nhạc trữ tình Việt Nam của các nghệ sĩ nam có tiếng trong làng nhạc,0
Tìm những bài hát trữ tình Việt Nam với lời thoại ý nghĩa về tình thương,0
Phát nhạc Pop Việt đang hot hiện nay,0
Tìm những bài hát Rap Việt mới nhất,0
Nghe ca khúc EDM nổi tiếng của nghệ sĩ Việt Nam,0
Phát nhạc Rock Việt được yêu thích trong thập kỷ qua,0
Tìm nhạc Bolero Việt nam với giai điệu dễ nghe,0
Nghe nhạc R&B Việt nam mang âm hưởng quốc tế,0
Phát danh sách nhạc Indie Việt nam của các ban nhạc độc lập,0
Tìm nhạc nhẹ nhàng phù hợp cho buổi tối thư giãn,0
Nghe nhạc Rap Việt nam của các nghệ sĩ trẻ triển vọng,0
Phát nhạc Pop Ballad Việt nam thể hiện tâm hồn sâu lắng,0
Tìm nhạc phim trường Việt nam với những bản nhạc cảm động,0
Nghe nhạc Acoustic Việt nam của các ca sĩ tài năng,0
Phát nhạc Dance Việt nam để tạo không gian sôi động,0
Tìm nhạc Bolero trữ tình của các ca sĩ nổi tiếng,0
Nghe nhạc Electronic Việt nam với những beat điện tử,0
Phát nhạc Pop Ballad Việt nam với lời thoại ý nghĩa,0
Tìm nhạc nhẹ nhàng dành cho buổi sáng thư giãn,0
Nghe nhạc Hiphop Việt nam với tiếng rap đầy sôi động,0
Phát nhạc nhẹ nhàng dành cho buổi tối thư giãn,0
Tìm nhạc dành cho buổi tiệc tùng cuối tuần,0
Nghe nhạc trữ tình Việt nam của thập kỷ 90,0
Phát nhạc Pop Việt nam với tiếng hát đặc biệt,0
Tìm nhạc của các nghệ sĩ nam nổi tiếng,0
Nghe nhạc của các nghệ sĩ nữ trẻ đang nổi bật,0
Phát nhạc từ các ban nhạc Indie Việt nam,0
Tìm nhạc Ballad Việt nam với lời thoại cảm động,0
Nghe nhạc Rock Việt nam của các nghệ sĩ đỉnh cao,0
Phát nhạc của các nghệ sĩ nam có tiếng trong làng nhạc,0
Tìm nhạc của các nghệ sĩ nữ có sự quyến rũ đặc biệt,0
Nghe nhạc Bolero Việt nam với tiếng hát đằm thắm,0
Phát nhạc Bolero Việt nam với tiếng hát ngọt ngào,0
Tìm nhạc của các ca sĩ nam nổi tiếng về thập kỷ 80,0
Nghe nhạc của các ca sĩ nữ nổi tiếng về thập kỷ 90,0
Phát nhạc R&B Việt nam với những giai điệu đặc biệt,0
Tìm nhạc R&B Việt nam của các ca sĩ có tiếng,0
Nghe nhạc EDM Việt nam với những beat sôi động,0
Phát nhạc của các ca sĩ nữ trẻ triển vọng,0
Tìm nhạc của các nghệ sĩ nam trẻ triển vọng,0
Nghe nhạc của các nghệ sĩ nam có tiếng trong làng nhạc,0
Phát nhạc của các nghệ sĩ nữ nổi tiếng,0
Tìm nhạc Rap Việt nam với tiếng rap đầy sôi động,0
Nghe nhạc nhẹ nhàng phù hợp cho buổi picnic cuối tuần,0
Nghe nhạc Electronic Việt nam với những beat điện tử sôi động,0
Phát danh sách nhạc Dance Việt nam để tạo không gian sôi động,0
Tìm nhạc nhẹ nhàng dành cho buổi sáng bình dị,0
Phát nhạc Pop Việt nam với tiếng hát đặc biệt và truyền cảm,0
Tìm nhạc Pop Việt nam của các nghệ sĩ nữ được yêu thích,0
Phát nhạc Dance Việt nam để tạo không gian sôi động cho buổi tiệc tùng,0
Tìm nhạc Pop Ballad Việt nam với lời thoại ý nghĩa,0
Nghe nhạc nhẹ nhàng dành cho buổi tối thư giãn sau công việc,0
Phát nhạc từ các ban nhạc Indie Việt nam có tiếng,0
Tìm nhạc nhẹ nhàng dành cho buổi tối thư giãn sau công việc,0
Nghe nhạc Bolero Việt nam với tiếng hát đằm thắm và cảm động,0
Phát nhạc Bolero Việt nam với tiếng hát ngọt ngào và truyền cảm,0
Tìm nhạc của các ca sĩ nam nổi tiếng từ thập kỷ 90,0
Nghe nhạc của các ca sĩ nữ nổi tiếng từ thập kỷ 2000,0
Nghe nhạc EDM Việt nam với những beat điện tử sôi động,0
Phát nhạc của các ca sĩ nữ trẻ triển vọng và tài năng,0
Tìm nhạc của các nghệ sĩ nam trẻ triển vọng và sáng tạo,0
Nghe nhạc của các nghệ sĩ nam có tiếng trong làng nhạc Việt,0
Phát nhạc của các nghệ sĩ nữ nổi tiếng và tài năng,0
Tìm nhạc Indie Việt nam của các ban nhạc trẻ đầy triển vọng,0
Nghe nhạc của các nghệ sĩ nam nổi tiếng về thập kỷ 80,0
Phát nhạc Pop Việt nam với tiếng hát đặc biệt và quyến rũ,0
Tìm nhạc của các ca sĩ nữ trẻ đang nổi bật,0
Nghe nhạc từ các ban nhạc Indie Việt nam có tiếng,0
Phát nhạc Bolero Việt nam với tiếng hát đằm thắm và ấm áp,0
Tìm nhạc Rap Việt nam của các nghệ sĩ có phong cách riêng,0
Nghe nhạc nhẹ nhàng dành cho buổi picnic cuối tuần,0
Phát nhạc Rock Việt nam của các nghệ sĩ có phong cách độc đáo,0
Tăng âm lượng lên một chút,0
Giảm âm lượng đi một chút,0
Nhấn mạnh âm lượng lên,0
Nhấn mạnh âm lượng xuống,0
Tăng âm lượng lên tối đa,0
Giảm âm lượng xuống tối thiểu,0
Hãy đưa âm lượng về mức trung bình,0
Xin vui lòng chỉnh âm lượng về mức mặc định,0
Chuyển bài tiếp theo,0
Chuyển bài trước,0
Phát bài tiếp theo,0
Phát bài trước,0
Bắt đầu lại bài hát,0
Dừng bài hát,0
Tạm dừng bài hát,0
Tiếp tục bài hát,0
Quay lại điểm bắt đầu của bài hát,0
Nhảy đến điểm cuối cùng của bài hát,0
Chuyển đến phần giữa của bài hát,0
Dừng phát nhạc,0
Hãy nâng âm lượng một chút lên,0
Vui lòng giảm âm lượng một chút đi,0
Nhấn mạnh âm lượng lên nữa,0
Nhấn mạnh âm lượng xuống nữa,0
Hãy đưa âm lượng lên mức cao nhất,0
Vui lòng giảm âm lượng xuống mức thấp nhất,0
Mong bạn đưa âm lượng về trung bình,0
Hãy điều chỉnh âm lượng về mức mặc định,0
Hãy chuyển bài tiếp theo,0
Hãy chuyển bài trước,0
Hãy bắt đầu lại bài hát,0
Vui lòng dừng bài hát,0
Hãy tạm dừng bài hát,0
Hãy tiếp tục bài hát,0
Mong bạn quay lại điểm bắt đầu của bài hát,0
Xin vui lòng nhảy đến điểm cuối cùng của bài hát,0
Hãy chuyển đến phần giữa của bài hát,0
Hãy dừng phát nhạc,0
Phát nhạc,0
Dừng nhạc,0
Tiếp theo,0
Bài hát tiếp theo,0
Chuyển bài,0
Bài tiếp theo,0
Trở lại,0
Bài trước,0
Phát lại,0
Phát lại bài hát,0
Tăng âm lượng,0
Giảm âm lượng,0
Tắt tiếng,0
Bật tiếng,0
Phát danh sách phát,0
Dừng danh sách phát,0
Chọn danh sách phát,0
Thay đổi danh sách phát,0
Tìm bài hát,0
Tìm nghệ sĩ,0
Tìm album,0
Tìm theo thể loại,0
Tìm theo bài hát,0
Tìm theo nghệ sĩ,0
Tìm theo album,0
Tìm nhạc mới,0
Tìm ca sĩ hot,0
Tìm bảng xếp hạng,0
Tìm nhạc phim,0
Tìm nhạc trẻ,0
Tìm nhạc rap,0
Tìm nhạc trữ tình,0
Tìm nhạc tiền chiến,0
Tìm nhạc thiếu nhi,0
Tìm nhạc Việt,0
Tìm nhạc nước ngoài,0
Tìm nhạc Hàn Quốc,0
Tìm nhạc Nhật Bản,0
Tìm nhạc Hoa ngữ,0
Chuyển bài hát,0
Bật nhạc lên,0
Tắt nhạc đi,0
Bật chế độ lặp lại,0
Tắt chế độ lặp lại,0
Bật chế độ shuffle,0
Tắt chế độ shuffle,0
Chuyển đến bài hát tiếp theo,0
Chuyển đến bài hát trước đó,0
Phát danh sách phát [tên danh sách],0
Dừng danh sách phát [tên danh sách],0
Bật chế độ lặp lại danh sách phát [tên danh sách],0
Tắt chế độ lặp lại danh sách phát [tên danh sách],0
Bật chế độ shuffle danh sách phát [tên danh sách],0
Tắt chế độ shuffle danh sách phát [tên danh sách],0
Tìm bài hát [tên bài hát],0
Tìm nghệ sĩ [tên nghệ sĩ],0
Tìm album [tên album],0
Tìm theo thể loại [tên thể loại],0
Tìm bài hát theo năm,0
Tìm bài hát theo mùa,0
Tìm bài hát theo ngày,0
Bạn tên gì?,1
Bạn làm việc như thế nào?,1
Bạn có thể giúp tôi không?,1
Bạn có thể kể một câu chuyện cho tôi không?,1
Bạn có thể tư vấn cho tôi về sức khỏe không?,1
Ai là người phát triển của bạn?,1
Bạn hiểu tiếng Việt không?,1
Bạn có thể giải toán cho tôi không?,1
Bạn có thể hát một bài hát không?,1
Bạn có thể kể một joke cho tôi không?,1
Bạn có thể dịch câu tiếng Anh sang tiếng Pháp không?,1
Bạn biết về khoa học không?,1
Bạn có thể cho tôi một lời khuyên về tình yêu không?,1
Bạn có thể nói một câu hỏi vui không?,1
Bạn có thể hướng dẫn tôi cách nấu một món ăn không?,1
Bạn có thể đưa tôi điểm danh tiếng Anh không?,1
Bạn có thể nói một câu hỏi hóc búa không?,1
Bạn có thể tư vấn cho tôi về việc học tập không?,1
Bạn có thể tìm kiếm một địa chỉ cho tôi không?,1
Bạn có thể kể một câu chuyện viễn tưởng không?,1
Bạn có thể kể một câu chuyện kinh dị không?,1
Bạn có thể đưa ra một ví dụ về trí tuệ nhân tạo không?,1
Bạn có thể giúp tôi viết một email không?,1
Bạn có thể đọc một đoạn văn cho tôi không?,1
Bạn có thể giúp tôi học một ngôn ngữ không?,1
Bạn có thể đưa ra một dự đoán về tương lai không?,1
Bạn có thể tư vấn cho tôi về du lịch không?,1
Bạn có thể giúp tôi thiết kế một biểu mẫu không?,1
Bạn có thể kể một câu chuyện hài hước không?,1
Bạn có thể đưa tôi một số thống kê về COVID-19 không?,1
Bạn có thể tư vấn cho tôi về phong cách thời trang không?,1
Bạn có thể nói một câu hỏi đố cho tôi không?,1
Bạn có thể giúp tôi tìm một công việc không?,1
Bạn có thể tư vấn cho tôi về đầu tư không?,1
Bạn có thể kể một câu chuyện trinh thám không?,1
Bạn có thể giúp tôi học nấu ăn không?,1
Bạn có thể đưa ra một lời khuyên về tài chính không?,1
Bạn có thể giúp tôi tìm một cuốn sách hay không?,1
Bạn có thể đưa tôi một danh ngôn không?,1
Bạn có thể nói một câu đố logic không?,1
Bạn có thể giúp tôi với công việc viết bài không?,1
Bạn có thể đề xuất cho tôi một bộ phim hay không?,1
Bạn có thể tư vấn cho tôi về sức khỏe tinh thần không?,1
Bạn có thể giúp tôi tìm một công thức nấu ăn không?,1
Bạn có thể cho tôi biết thông tin về một danh nhân lịch sử không?,1
Bạn có thể giúp tôi tìm một bài hát dựa trên lời tôi nhớ không?,1
Bạn có thể giúp tôi tạo một danh sách nhiệm vụ không?,1
Bạn có thể tư vấn cho tôi về cách giữ vững sự tập trung không?,1
Bạn có thể cho tôi biết một thực phẩm lành mạnh không?,1
Bạn có thể tư vấn cho tôi về việc làm giảm căng thẳng không?,1
Bạn có thể nói cho tôi một câu hỏi phỏng vấn phổ biến không?,1
Bạn có thể đưa tôi một lời khuyên về quản lý thời gian không?,1
Bạn có thể giúp tôi tìm một trường đại học phù hợp không?,1
Bạn có thể cho tôi một gợi ý về cuốn sách tự phát triển bản thân không?,1
Bạn có thể nói cho tôi một câu chuyện ngắn không?,1
Bạn có thể tư vấn cho tôi về việc du lịch solo không?,1
Bạn có thể giúp tôi tìm một bài viết khoa học không?,1
Bạn có thể đưa tôi một lời khuyên về việc thực hiện mục tiêu không?,1
Bạn có thể nói cho tôi một câu chuyện cổ tích không?,1
Bạn có thể giúp tôi tìm một bài viết về công nghệ không?,1
Bạn có thể tư vấn cho tôi về cách nấu một món ăn đặc biệt không?,1
Bạn có thể cho tôi một gợi ý về việc du lịch tiết kiệm không?,1
Bạn có thể giúp tôi tìm một bài viết về âm nhạc không?,1
Bạn có thể nói cho tôi một câu đố không?,1
Bạn có thể tư vấn cho tôi về cách tạo video trên mạng xã hội không?,1
Bạn có thể giúp tôi tìm một bài viết về thể thao không?,1
Bạn có thể đưa tôi một lời khuyên về việc du lịch nước ngoài không?,1
Bạn có thể nói cho tôi một câu hỏi khoa học không?,1
Bạn có thể tư vấn cho tôi về cách phát triển sự nghiệp không?,1
Bạn có thể giúp tôi tìm một bài viết về nấu ăn không?,1
Bạn có thể cho tôi biết một phương pháp học ngoại ngữ không?,1
Bạn có thể nói cho tôi một câu hỏi về lịch sử không?,1
Bạn có thể tư vấn cho tôi về việc tăng cường kỹ năng giao tiếp không?,1
Bạn có thể giúp tôi tìm một bài viết về nghệ thuật không?,1
Bạn có thể đưa tôi một lời khuyên về việc du lịch với gia đình không?,1
Bạn có thể nói cho tôi một câu hỏi về khoa học dữ liệu không?,1
Bạn có thể tư vấn cho tôi về cách tạo website không?,1
Bạn có thể giúp tôi tìm một bài viết về phong cách sống không?,1
Bạn có thể cho tôi biết một cách để nâng cao kỹ năng viết không?,1
Bạn có thể nói cho tôi một câu hỏi về động vật không?,1
Bạn có thể tư vấn cho tôi về cách du lịch tiết kiệm không?,1
Bạn có thể giúp tôi tìm một bài viết về sức khỏe tinh thần không?,1
Bạn có thể cho tôi biết cách để giảm căng thẳng không?,1
Bạn có thể tư vấn cho tôi về cách nấu một món ăn ngon không?,1
Bạn có thể giúp tôi tìm một bài viết về công nghệ mới không?,1
Bạn có thể cho tôi biết cách để tăng cường sự tập trung không?,1
Bạn có thể nói cho tôi một câu đố vui không?,1
Bạn có thể giúp tôi tìm một bài viết về khoa học không?,1
Bạn có thể cho tôi biết cách để du lịch solo an toàn không?,1
Bạn có thể nói cho tôi một câu hỏi đố logic không?,1
Bạn có thể tư vấn cho tôi về cách phát triển kỹ năng giao tiếp không?,1
Bạn có thể giúp tôi tìm một bài viết về nghệ sĩ nổi tiếng không?,1
Bạn có thể cho tôi biết cách để du lịch nước ngoài một cách thú vị không?,1
Bạn có thể tư vấn cho tôi về cách du lịch với ngân sách hạn chế không?,1
Bạn có thể giúp tôi tìm một bài viết về sức khỏe phụ nữ không?,1
Bạn có thể cho tôi biết cách để học nhanh và hiệu quả không?,1
Bạn có thể nói cho tôi một câu hỏi về nghệ sĩ nổi tiếng không?,1
Bạn có thể tư vấn cho tôi về cách phát triển bản thân trong công việc không?,1
Bạn có thể giúp tôi tìm một bài viết về ẩm thực đặc biệt không?,1
Bạn có thể cho tôi biết cách để tập trung khi học không?,1
Bạn có thể nói cho tôi một câu hỏi về công nghệ không?,1
Bạn có thể tư vấn cho tôi về cách du lịch một cách tiết kiệm không?,1
Bạn có thể cho tôi biết cách để nâng cao kỹ năng giao tiếp không?,1
Bạn có thể nói cho tôi một câu hỏi về âm nhạc không?,1
Bạn có thể tư vấn cho tôi về cách nấu ăn một món ăn đặc biệt không?,1
Bạn có thể giúp tôi tìm một bài viết về môi trường không?,1
Bạn có thể cho tôi biết cách để du lịch với gia đình một cách thú vị không?,1
Bạn có thể tư vấn cho tôi về cách du lịch một cách an toàn không?,1
Bạn có thể giúp tôi tìm một bài viết về công nghệ tiên tiến không?,1
Bạn có thể cho tôi biết cách để nấu một món ăn ngon không?,1
Bạn có thể nói cho tôi một câu đố dễ thương không?,1
Bạn có thể giúp tôi tìm một bài viết về cuộc sống hàng ngày không?,1
Bạn có thể cho tôi biết cách để học một ngôn ngữ nhanh chóng không?,1
Bạn có thể nói cho tôi một câu hỏi về khoa học không?,1
Ứng dụng của bạn có chức năng gì?,3
Làm cách nào để tôi bắt đầu sử dụng ứng dụng của bạn?,3
Có hướng dẫn sử dụng ứng dụng không?,3
Làm thế nào để đăng ký tài khoản trên ứng dụng của bạn?,3
Tôi có thể đăng nhập vào tài khoản của mình bằng cách nào?,3
Ứng dụng của bạn có hỗ trợ ngôn ngữ nào?,3
Làm cách nào để tìm kiếm nội dung trên ứng dụng?,3
Có chức năng tìm kiếm nâng cao không?,3
Làm cách nào để sắp xếp nội dung trên ứng dụng của bạn?,3
Tôi có thể tùy chỉnh cài đặt cá nhân không?,3
Làm cách nào để tạo danh sách yêu thích?,3
Có cách nào để lưu nội dung để xem sau không?,3
Làm cách nào để chia sẻ nội dung từ ứng dụng của bạn?,3
Tôi có thể đánh giá và đánh giá nội dung không?,3
Có cách nào để báo cáo nội dung không phù hợp không?,3
Làm cách nào để cập nhật thông tin cá nhân của tôi?,3
Tôi có thể thay đổi ngôn ngữ và cài đặt khác không?,3
Làm thế nào để đổi mật khẩu của tôi?,3
Tôi có thể đăng xuất tài khoản của mình không?,3
Có cách nào để khôi phục lại mật khẩu nếu tôi quên không?,3
Làm thế nào để xóa tài khoản của mình?,3
Tôi có thể đăng nhập vào nhiều tài khoản khác nhau không?,3
Có chức năng nhắc nhở hoặc thông báo không?,3
Làm cách nào để tôi tìm được hỗ trợ hoặc liên hệ với nhóm hỗ trợ của bạn?,3
Tôi có thể tham gia vào cộng đồng hoặc diễn đàn của ứng dụng không?,3
Có cách nào để tôi đề xuất tính năng mới cho ứng dụng của bạn không?,3
Làm thế nào để tôi báo cáo lỗi hoặc vấn đề kỹ thuật?,3
Tôi có thể yêu cầu tính năng cụ thể không?,3
Có cách nào để tôi cập nhật ứng dụng lên phiên bản mới nhất không?,3
Làm thế nào để tôi tìm được thông tin về các bản cập nhật gần đây?,3
Tôi có thể sử dụng ứng dụng của bạn offline không?,3
Có tính năng hỗ trợ đọc tiếng nói không?,3
